artist,song,tag,content,tag_2,prompt_baseline_gemma,sentence,generated_content,id
Anne-Marie,Bad Girlfriend,[Verse 2],"You make me dinner then, I order take-away
You wanna meet my friends, I say another day
You trust me with your keys and I fuck up your car
You're gonna stay with me, I break your heart",[Verse],"Write the [Verse] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","(Verse)
Red flags like a confetti storm,
Her words like whispers, but a deafening norm.
She paints a smile, but her eyes tell lies,
Bad girlfriend, bad vibes, under painted skies.",48
Anne-Marie,Bad Girlfriend,[Pre-Chorus 2],"'Cause I'm one in a million, more like in a billion
I don't think it's cheating if I'm kissing other women
I do some shit you can't forgive
And you better get used to it",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","(Pre-Chorus)
Phone's blowing up, but you're silent
Ignoring my calls, feeling so entitled
Your drama's a mess, your words like knives
Time to cut you loose, free my life",49
Anne-Marie,Bad Girlfriend,[Chorus],"I'm a bad girlfriend, I'm a bad girlfriend
You tell me your birthday, I forgot again
I'm a bad girlfriend, I'm a bad girlfriend
I can see you calling, I'm not answering
I'm laughing but I don't think that you're funny
I'm staying 'cause you give me all your money
I'm a bad girlfriend
I'm a bad girlfriend (friend), huh, yeah, woo",[Chorus],"Write the [Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","(Chorus)
Bad girlfriend, bad for my soul
Got a darkness that you can't control
Got a twisted smile, secrets in her fold
Bad girlfriend, tears turn to gold",50
Anne-Marie,Bad Girlfriend,[Post-Chorus],"I'm a, I'm a, I'm a
I'm a bad bad girl
I'm a, I'm a
I'm a bad bad girl, girlfriend (but you already knew)
I'm a, I'm a, I'm a
I'm a bad bad girl
I'm a, I'm a
I'm a bad bad girl, girlfriend",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","But I'm cutting you off, your drama's through
No more secrets, your lies won't pull through
You're a hurricane, leaving chaos in your wake
But I'm stronger now, turning a new page.",51
Anne-Marie,Bad Girlfriend,[Bridge],"You should be with someone who's
Always gonna wake up with you
Always gonna tell you the truth
And not lie to you like I do
You should be with someone else
Someone who is not myself
You know I'm not good for your health
And everyone else can tell
I'm a bad girlfriend, yeah",[Bridge],"Write the [Bridge] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","(Bridge)
But you're caught in the web of her drama
Eyes glued to screens, a passive comma
She's a queen of manipulation, a master of lies
You're stuck in the kingdom, with no escape in your eyes",52
Anne-Marie,Bad Girlfriend,[Outro],"I'm a, I'm a, I'm a
I'm a bad bad girl (haha, y'all)
I'm a, I'm a
I'm a bad bad girl, girlfriend (but you already knew that)
I'm a, I'm a, I'm a
I'm a bad bad girl (that I'm bad)
I'm a, I'm a
I'm a bad bad girl, girlfriend, yeah (I'm bad, bad, bad)
I'm a, I'm a, I'm a
I'm a bad bad girl (yeah)
I'm a, I'm a
I'm a bad bad girl, girlfriend (but you already knew that)
I'm a, I'm a, I'm a
I'm a bad bad girl (I'm a bad, I'm a bad, bad, bad)
I'm a, I'm a
I'm a bad bad girl, girlfriend, yeah",[Outro],"Write the [Outro] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Bad Girlfriend"" in the style of ""Anne-Marie"". Generate only 4 sentences.","(Outro)
Ego in check, tears in the drain
Learned my lesson, won't let her reign
Freeing my heart, letting go of the pain
New dawn breaking, a brand new refrain.",53
Ariana Grande,​God is a woman,[Chorus],"You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman",[Chorus],"Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Chorus)
She's got diamonds in her eyes, wisdom in her smile
She's the creator of the skies, the healer for a while
God is a woman, ain't no doubt in my soul
She's the love that makes the world go 'round, making hearts whole",54
Ariana Grande,​God is a woman,[Verse 1],"I don't wanna waste no time, yeah
You ain't got a one-track mind, yeah
Have it any way you like, yeah
And I can tell that you know I know how I want it
Ain't nobody else can relate
Boy, I like that you ain't afraid
Baby, lay me down and let's pray
I'm tellin' you the way I like it, how I want it",[Verse],"Write the [Verse] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Verse] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Verse)
Sunsets bleeding gold, tears falling like rain
Got the candles lit, whispering your name
Got a feeling in my soul, deeper than the sea
'Cause God is a woman, ain't no doubt, you see",55
Ariana Grande,​God is a woman,[Pre-Chorus],"(Yeah) And I can be all the things you told me not to be
(Yeah) When you try to come for me, I keep on flourishing
(Yeah) And he see the universe when I'm the company
It's all in me
You might also like",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Pre-Chorus)
Moonlight drippin' through, stained glass glow
She paints the shadows, whispers low
Got scars like galaxies, wisdom untold
God is a woman, gotta let the story unfold",56
Ariana Grande,​God is a woman,[Chorus],"You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman",[Chorus],"Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Chorus)
God is a woman, ain't no doubt in my mind
Strength in her silence, power in her kind
Got love like a hurricane, wisdom in her tears
She's the ultimate creator, banishing all our fears.",57
Ariana Grande,​God is a woman,[Verse 2],"(Yeah)
I tell you all the things you should know
So baby, take my hands, save your soul
We can make it last, take it slow, hmm
And I can tell that you know I know how I want it, yeah
But you're different from the rest
And boy, if you confess, you might get blessed
See if you deserve what comes next
I'm tellin' you the way I like it, how I want it",[Verse],"Write the [Verse] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Verse] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Verse)
Sun bleeds gold, paints the sky,
Mirror on the wall, she's got the highest eye.
Hair like silken waves, eyes like hurricane,
God is a woman, ain't no changing her reign.",58
Ariana Grande,​God is a woman,[Pre-Chorus],"(Yeah) And I can be all the things you told me not to be
(Yeah) When you try to come for me, I keep on flourishing
(Yeah) And he see the universe when I'm the company
It's all in me",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Pre-Chorus)
Diamonds in her eyes, moonbeams in her hair
Got a love so deep, it fills the whole atmosphere
Got a rhythm in her soul, a fire in her might
She's the creator, the healer, shining through the night.",59
Ariana Grande,​God is a woman,[Chorus],"You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman",[Chorus],"Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Chorus)
God is a woman, ain't no other like her
Eyes like ocean, love like thunder, hear her roar
Strength in her silence, wisdom in her tear
She's the creator, the healer, walking in every sphere.",60
Ariana Grande,​God is a woman,[Outro],"Yeah, yeah
(God is a woman)
Yeah, yeah
(God is a woman, yeah)
My one
(One)
When all is said and done
You'll believe God is a woman
You'll believe God
(God is a woman)
Oh, yeah
(God is a woman, yeah)
(One)
It lingers when we're done
You'll believe God is a woman",[Outro],"Write the [Outro] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","Write the [Outro] of a song titled ""​God is a woman"" in the style of ""Ariana Grande"". Generate only 4 sentences.","(Outro)
Crystal tears descend like rain
Weaving shadows in this holy stain
Love's a weapon, power in her reign
God is a woman, forever reign.",61
Ava Max,So Am I,[Chorus],"Do you ever feel like a misfit?
Everything inside you is dark and twisted
Oh, but it's okay to be different
'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I)",[Chorus],"Write the [Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","(Chorus)
Heartbeat like a bass drum in my chest
Echoing this rhythm, ain't no time for rest
Got my eyes wide open, ain't no turning back
So am I, unapologetically on my own track.",62
Ava Max,So Am I,[Verse 1],"Can you hear the whispers all across the room?
You feel their eyes all over you like cheap perfume
You're beautiful, but misunderstood
So why you tryna be just like the neighborhood?",[Verse],"Write the [Verse] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","Write the [Verse] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","(Verse)
Neon glow on a streetlamp glow,
Shadows shifting, secrets flowing.
Mirror's reflection, a stranger's gaze,
But I'm not lost, just finding my ways.",63
Ava Max,So Am I,[Pre-Chorus],"I can see ya, I know what you're feelin'
So let me tell you 'bout my little secret
I'm a little crazy underneath this
Underneath this",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","(Pre-Chorus)
Heartbeat like a drum in my chest
Shadows shift, secrets confess
Mirror's reflection, a twisted frame
Who am I beneath this borrowed name?",64
Ava Max,So Am I,[Chorus],"Do you ever feel like a misfit?
Everything inside you is dark and twisted
Oh, but it's okay to be different
'Cause, baby, so am I (So am I, so am I, so am I)
Do you ever feel like an outcast?
You don't have to fit into the format
Oh, but it's okay to be different
'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I)
You might also like",[Chorus],"Write the [Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","(Chorus)
Neon heartbeat, synths ignite
Pulse like a drum in the pale moonlight
Mirror, mirror, tell me what you see
So am I, a creature of mystery",65
Ava Max,So Am I,[Verse 2],"Oh, so dress up fancy like Sid and Nancy (Yeah)
Walkin' Killer Queen, gotta keep 'em guessin'
So, baby, come pass me a lighter
We're gonna leave 'em on fire (Ah)
We're the sinners and the blessings (Oh yeah)",[Verse],"Write the [Verse] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","Write the [Verse] of a song titled ""So Am I"" in the style of ""Ava Max"". Generate only 4 sentences.","(Verse)
Neon glow on another night, city lights like a fading light
Mirror shows a stranger's gaze, but I'm lost in a familiar maze
Echoes whisper in the midnight air, saying I'll never measure up, never fair
But I'm learning to love the reflection, so am I, so am I, breaking expectations.",66
